10000000 5000
7320009 9417283 97021
1981134 7671586 61616
4349390 9125217 94679
1819697 6955083 67060
1348025 4132543 38056
377146 5577786 39852
764334 9093873 44841
7459856 9928950 13568
955680 7570967 93641
9793633 9986530 5346
7214980 9210915 25354
328353 9398853 22840
3748242 3906322 48056
7001001 8084290 3139
1768061 9432315 52033
122469 7526452 45531
7262321 8290785 39403
523514 8266993 84704
4537083 9222672 55671
8830724 9209201 65655
6424180 9536070 92921
77777 6752533 91773
2600617 3175206 56366
176206 6765025 57008
4460618 5368164 89322
3136550 4583086 32125
1282081 4361758 39261
4885271 8521484 6253
722540 9422353 28925
769428 7978211 38125
60218 2821850 78657
1353140 2899626 47541
4561265 8016594 22746
1517632 7297970 15303
1590992 2666134 75920
1096666 5802683 75357
8128791 9601115 37114
638950 5968052 38736
1361489 2074306 77441
7403231 9339700 63220
1916269 4457708 85069
452717 3269408 1046
3200258 7830673 33991
1639356 1864656 31961
254659 5971999 14446
5846931 7068664 33480
5197454 8538640 34594
1165505 5592106 73543
5756162 7530843 35031
3924636 5675744 91082
1087856 2649804 7351
1072926 3102520 93110
6302778 6473972 40134
458485 2407964 21141
3229496 8156277 93139
6570723 9076426 61802
131418 3304203 75607
5723523 9638797 57464
5770717 9128692 13625
9695352 9980075 5721
171158 783208 55524
4372485 4794861 58043
3362808 5204323 77172
3444458 8287123 35657
6065599 6443399 65152
3014121 7175091 57929
5353245 8834675 89346
989823 8728853 29221
118514 5786317 99937
98589 1116294 11641
2122015 2786098 11200
7580958 8293891 83684
2785280 5051935 62843
3145459 8746089 49966
1697468 7328040 9716
3478972 4503130 40189
2372726 4336902 74863
1101578 7842600 64686
9404246 9588173 99551
3036892 4588111 98139
4316104 7675258 588
4827304 5969149 81545
3537435 9710988 83177
2990183 6682893 45617
2040149 8380361 73656
49866 4375684 93137
1228937 3590055 65863
8481270 9071537 83792
4362308 8659709 88038
361860 5764171 24929
80274 8976351 16538
376940 4907577 85686
1874837 7134916 23120
125099 8674366 22365
4219984 4681599 19077
7093640 7247816 94760
3354222 6986778 23697
1768993 1835492 11585
7652785 8714151 87645
5457175 9076010 51816
568713 6298456 48441
945652 4814995 72370
2820488 9300681 23637
4011206 9840154 65087
7062519 8231189 46686
5181596 5324828 10853
192708 4827957 65075
3916405 9113301 16918
6766086 9227990 31068
4739612 5715636 23430
483804 1038068 8494
5332245 5853062 54145
7604615 7670094 90984
2044605 7510247 2189
6609692 7089117 33377
4787064 5856378 74557
4979772 7383584 18865
1412528 9748659 32166
640518 8981929 14603
6929349 8872505 54214
6469131 9356308 8633
6577625 7204904 61694
7325871 7631770 48140
6539107 9370475 74738
5980166 9457648 63855
607378 4352896 50918
1736479 9598287 47041
3417152 4001489 59569
5499769 8865670 16438
1080273 2429117 5294
550840 8898248 61601
1059473 5475872 82856
5623994 9937520 8726
4679452 6485660 95552
3060398 4137099 92070
7260828 9240605 61317
207876 6859114 14147
2792618 6154917 15635
4174639 6030838 31755
7771264 9063628 60871
968922 8322103 59118
1897927 2230523 51342
1835446 5729732 91687
837457 6554810 71138
6414207 6750363 24588
5654811 7958785 85416
3520102 5862686 60881
3334249 4533955 69850
564792 9666236 44489
1497991 9628420 15752
597341 8275214 54206
3950685 5344216 52132
1073947 5102027 3930
4393714 7628756 41386
881204 6895470 55592
1505792 7370606 10403
890707 1907560 89440
1684794 6741307 23394
4254644 8923894 88186
2938236 3515485 32957
1213450 8031237 30297
5164134 5901795 90864
2782512 3153928 81162
7176225 7274210 26270
8057428 9715596 21739
1087541 2079571 8697
6503483 8114296 99403
1003736 8188276 57062
2442919 8427131 80955
8474756 8931669 19191
1580978 6505992 48992
4827627 4924139 29477
3418492 8078066 11988
5352275 5599654 4564
7584222 7925924 78343
1188114 9664016 57913
8772713 9302409 61395
1288468 2822497 49670
545530 3765979 8941
1242838 2697647 83696
4878381 6794976 6039
1622602 9727373 30177
2256850 5041093 24594
85190 3157099 93220
1083022 5089754 93794
668097 3263389 81907
4552453 8326010 668
5003758 5840921 23164
8902802 9869780 89142
145639 9695073 3140
5478769 7540371 98115
2801161 7267743 20716
2040944 5047690 78161
2126133 7888637 35259
6081857 7215886 34632
6892003 7883982 98021
6373911 8726344 66825
190931 6246453 24097
4314095 6116232 26899
4719589 5811305 88889
3806425 7822729 29260
237196 9123937 13354
4171627 4274264 70650
2060263 3352425 96782
658471 5587684 29020
1422317 7550474 29353
3036690 6440736 72048
1719867 6631666 18500
3462112 6243965 34732
8181700 9670864 62388
8276105 8520780 68812
4421717 8757975 92749
5548590 7835072 80727
5805722 8901015 57341
7005050 8418856 32163
8247876 8427366 98988
993582 3980407 39723
2465630 5700274 87740
2700483 4460590 49851
6535215 6647805 47902
1213955 4923909 68681
9345626 9699119 43007
7308220 9697049 91597
5502770 9088947 92611
6437977 7962640 97660
4685853 7494804 41378
7093792 8195786 38136
661415 5649868 54761
837608 3361897 15350
2003812 2413463 63154
1351714 6143769 3415
1736748 5842888 65392
879755 3151107 62440
4756406 5571352 81561
1680315 2719045 19537
2730200 4794328 21741
2340344 8852058 17526
6890194 7990211 95293
1344170 3144956 57189
3347981 6376658 87004
6256165 7216047 30772
1059580 8952794 73659
7724972 9832548 41118
6603764 7920252 97523
985325 9600566 32919
4321214 6911245 79471
2342956 5763302 19814
2653496 8560482 10024
7955775 8314803 70545
3229317 4691460 18526
916321 3463976 34572
4523555 7263445 87365
4764878 6937105 36264
1368641 4794575 56515
4870317 7408450 73433
5257721 9191531 84677
1534486 5837192 47979
2611319 8757006 17826
2183382 3083446 32628
8829114 9470280 40439
7588806 9745434 4415
5439730 9525230 44321
2243447 8978686 25551
3773260 8879711 10543
1181709 5952579 80860
2626012 6439430 88742
4792973 6210689 39579
6066331 8075020 50897
766064 2592846 50694
236343 5425474 79807
7825148 7982266 41592
1486681 5781229 66822
4547354 8024675 45507
2372905 9420738 35119
5373316 6599801 16827
515679 3180661 72608
3985755 6726367 65581
6325334 7317739 31911
3792583 9910584 97974
4343278 5336058 34317
5834675 6239437 75816
7881030 9837707 73397
1564204 4385060 14423
1709711 9274317 35160
661182 5874117 24827
1571129 8278010 40505
5556883 7366970 83224
1248903 1882216 962
8191150 8680814 11545
2534427 9395141 63954
345810 1290216 98628
1637978 9171245 36334
3251800 8711375 37746
4961510 6325799 12062
5622692 5877311 2530
802139 6417053 73658
6300374 8758996 46892
3442220 7549277 29107
7959534 8746442 36608
8141582 9871080 71035
2151386 8487391 77602
125369 266367 48846
1353095 5702701 645
556799 7678893 78506
3556204 4685213 17549
4687743 6874694 50953
5633689 8777753 51327
1592261 8424645 16955
2470104 9551794 63396
1939225 4706713 4978
6606963 9477748 8720
571702 6873329 50440
2576029 8320548 3535
1837545 5649180 98779
334392 2832403 71334
1966305 5022135 62379
33610 3799887 96068
2224532 4401289 4680
4694635 6318244 56473
6981641 9401347 12050
1395446 8302971 19012
1967147 8111691 92340
2804046 3078484 84720
7157942 9398371 33899
2506697 3397150 84643
5984837 6989353 6777
5447216 7022962 23015
1424251 3059636 63898
2264316 7742494 74885
3537142 7240486 92583
5543456 6749192 4381
6171499 9084556 87879
8293248 9249982 91925
77968 8648352 66218
28220 4561853 89266
312863 546689 78618
8135992 8510257 1580
1569892 9759007 25830
3834208 8639258 84675
2214143 7371349 25161
6636892 7706726 84968
7111107 8237799 56466
998987 6531046 6447
207264 9125365 71150
9089834 9153584 33003
479101 1982798 79691
118789 8857719 89947
2394148 6775651 76191
1033405 6117833 10398
3202509 5763899 98098
44022 5986976 51341
2428990 5614435 89139
3501809 9129773 36536
1308256 1853388 61900
279407 943221 15484
3938673 6328762 14633
408453 5312744 49774
2088394 5514753 43921
2190944 8206227 93677
3925087 5217694 73927
6485460 8132144 60902
1430801 7683485 75336
4932609 7988976 21460
4825512 8757217 74847
787412 9036623 18068
5365384 8419248 73092
550234 8290188 85835
2800008 6321292 90581
1028587 7443929 13159
8153958 8762632 54597
6894775 7144237 40056
7094611 9605139 87208
196828 7599938 19817
2425449 9918288 77033
4009488 5729213 30007
6664812 9043908 11742
7215045 8017000 18281
15052 4819188 55925
3709769 9975332 84511
645641 3322928 63495
1893877 7789877 58269
4433933 7395016 69232
108195 921141 69169
2542834 4857310 10970
6552321 7550695 56534
5596228 9280702 21345
1408796 6129580 36390
948767 1827078 67793
3599355 7174887 43125
3014166 3883866 88765
4908042 5447361 94994
1858326 6421983 6361
5295818 7007567 14555
153128 5193088 73740
5804058 7703822 26061
4660592 9500876 38640
2698290 3426023 84571
5434680 7769452 49689
1368806 3218825 24575
5252672 8461950 38740
3216384 6867068 63133
2154718 3062062 21458
1678636 9168423 17276
6871724 7899330 86755
5192133 9173070 6928
9515483 9852725 24155
5067366 7970476 50178
3018397 5071399 19629
3121089 6237221 88435
7215523 8345664 57458
6598942 9100757 90193
7280242 9661003 61263
1345777 4801701 39898
135329 1761458 27973
3450879 8138436 20106
2966362 3845364 89182
1569520 3453189 56547
2719698 8524587 74943
1645675 4155679 12163
2507691 4444114 44037
4124799 5017924 42978
1405040 8808118 20332
8723092 9785733 66108
1374772 9925631 43917
1969957 9513207 94796
3358571 6690063 77509
3779245 7444442 30697
164139 8452144 71635
4319817 6143439 33662
71954 1280283 57704
1215992 6298206 82502
7622675 8958970 3893
7408407 8879303 26985
2661763 9850390 1756
1820346 8205681 14963
1026760 9716829 89885
4194338 4806004 34326
4641387 5774499 14816
1917937 3613022 50984
1989890 6746684 31266
3205881 7420740 45824
4681203 9703242 68498
3560505 5907136 93257
3350473 8738619 43646
2168581 9460651 80343
499896 9177479 7102
2189781 3371816 29457
3840459 8013202 3955
4142576 5655275 38243
3405611 6822612 28132
826351 9270230 50365
529592 8016054 31567
6900905 8953079 8423
4819903 5710514 47041
4370512 6988484 7692
4850855 7488379 85170
2194512 6357957 73338
6034970 7703766 2891
4206597 4824073 45466
1029208 3862316 67429
299437 7406800 93779
831843 4157165 39722
249099 5588732 9153
3097155 5959612 29055
330123 1860549 17538
5180977 7568241 22269
4055285 4969763 33132
4275402 8259453 84453
9099474 9562345 91049
5478141 7524163 36608
2884940 8891592 52397
1085371 7042105 84239
5147188 8841446 49689
760695 5550599 9300
2621243 7079654 39422
2705835 8113545 36750
191949 9152166 8386
2385298 8451402 83787
530098 4169751 99612
2677153 8054260 77752
2213761 6945852 62691
547574 7082510 21147
2783101 9389019 84687
7455969 8732790 45381
642090 4535623 66623
5165519 5397864 88809
4317684 7850966 80757
4359352 9219333 48510
5905435 7659491 78607
59103 8582587 49219
453207 3312700 95070
395209 3732251 58995
3178310 4053398 64366
2038085 4427451 20334
3299818 5069541 72308
2983756 7182793 37826
834722 3771602 71861
3068712 7710425 91193
817222 5369916 96628
1612182 5429018 95566
461401 8398577 8265
2130827 8772823 19826
6184224 7631818 14487
738661 912536 41937
4038478 9132871 27829
3737623 4405179 11585
7359358 7509224 62658
577935 4631219 73082
3638765 3911509 42997
5523690 8551745 88367
2047311 5985090 86943
1371929 4757912 34121
3608107 4906081 34696
5818617 9022594 73356
4951487 8864531 28186
1873017 8808713 65808
1736650 9232374 91383
3863593 5499308 85670
18709 9488742 13530
8570453 8848092 37219
3134115 6152811 38660
1856106 4506043 12923
8114149 9690227 19003
6224923 9653094 37619
1033977 6014632 5457
2359170 9842689 78474
1579338 2441330 27199
32713 9594997 7143
3234735 9083738 25851
348265 448181 96303
5501836 6600991 30418
6640496 8457096 52812
7569771 8147322 83313
888775 4372245 36406
386876 2542746 70382
2746045 9148204 13070
143030 5187374 8759
370229 7736438 20107
971173 6977373 3845
3603224 3835789 52025
1315880 9337625 69368
2162650 8494472 26463
6064243 7515462 73785
3498775 9469369 62381
1651534 2012114 65608
3676669 8321916 11652
3819698 7351339 15377
476450 6706279 68166
3196558 6200003 55690
2319578 7516755 91479
2285132 3635457 45455
3654500 8314458 56278
3480964 5829920 36872
1845046 3971101 6240
6012931 8833482 34706
4334847 6599090 11374
4202537 9627094 47424
4678986 7842471 70054
7875543 8826989 70056
782680 7908649 5985
193781 6574159 57794
3848280 6735966 72251
5392244 9845595 18522
3816695 5145469 79920
1851709 2650176 92850
1765617 5602767 44048
1392710 3030494 46584
1751532 4277918 41922
578521 7264324 33816
1361200 6450732 42465
451710 7956717 36245
5614511 7187675 876
4103115 5096270 46471
241738 8421637 79517
4609799 7101557 29693
212565 1794408 11661
3243058 5854808 4371
37327 1601393 55902
7059667 7301650 50774
393483 6268733 11973
1635948 4225450 80034
2356312 5588545 67708
3389422 6459426 80330
3552245 7397415 22067
4498971 7531762 48217
6677807 8809730 60782
7180890 7589469 20191
2410192 8782282 57518
5841948 8982446 75519
6133221 8751782 44252
387730 4645194 86053
5976274 6125229 42364
1882047 7309289 18142
3589619 7950643 15556
2628039 5482405 30878
4676563 6276256 56960
2653390 4782383 37849
2273582 7192574 36482
4447452 6175020 94781
2308240 3922971 46562
2183575 9469785 34291
4669628 8111365 26917
7937006 9511993 25315
4042976 5846487 92310
6671014 7062043 91066
2947270 7809273 67628
8117011 9882585 50011
390592 6620434 58936
4838043 7173268 33955
1277366 3568049 58546
3460940 8714612 44683
6765255 8130568 56047
158912 3308524 9404
4250192 8521750 52380
3142502 8100144 23393
33568 5909416 87014
1601196 5792001 4025
467559 4928786 10968
2102054 6526496 49011
1276803 8186454 42728
851702 6901065 3667
6182672 9896385 50586
2007547 9568784 25849
6257738 7178189 47598
8830569 9400239 47741
1950158 9670314 57157
3457329 3551354 65509
6535264 7877706 10646
5205026 5578111 12699
4854037 9371266 99153
222967 813117 16569
119351 7716785 15592
2204486 7783723 23139
8009573 9382674 80876
729594 6757171 97467
399908 3604913 47624
6373588 8878422 15329
2460283 6767645 50593
970929 1972670 45055
4099981 9343059 16320
156175 5415486 55638
389311 3632055 74988
3064000 8173034 79474
1987139 6182606 78499
2939776 9684367 8093
6781834 9061040 24352
7939461 8345811 97939
399743 3461140 65583
3887024 7628085 54604
7987004 9889493 97662
3402489 9005813 53837
861452 9550895 43147
2614894 5352792 16180
2048618 4602032 15137
4286399 8127118 71265
3584584 7451563 32304
1930394 7175915 88117
5790206 7907886 4211
1172141 5535970 91234
5425462 8526745 78237
5224408 6947627 80725
325430 4594597 31620
4354096 5678221 62865
243191 2286629 64897
886660 6401766 67647
8338222 8489383 52230
7121688 8030488 98976
6209805 6337045 6861
730368 7509185 59182
6621603 8552281 996
3016192 6293040 48622
887636 2813270 74051
2161242 7758084 68623
44712 4124107 11813
689004 8962829 98472
6573003 7452212 53045
3525234 7090251 99884
5816407 7440562 36928
6546774 9263775 62464
3168376 6622957 14745
4440305 8700920 7784
1514189 6688927 11772
1779330 3675430 86207
5064306 7799536 47270
8488540 8592471 10098
3007296 5061542 78661
1103127 5760341 68911
1060040 1576578 85317
323814 1213506 48443
3392323 9463123 33170
1607068 3903427 34089
3108706 8631204 48277
4888035 9059328 23706
2468692 7245535 23242
1061163 7992805 28133
219256 4068458 6026
2345150 9897917 9153
3921727 9183181 69192
4284850 7651585 9358
1043907 5933293 72480
3266464 5167326 75906
3798529 9300553 84611
5374209 9365183 88998
588889 2619743 74041
3128900 9612131 35203
2156616 3348155 20012
5762423 9762643 81514
988148 7461955 19592
3273692 4263157 87528
2712801 5883050 47786
5979264 7955530 15111
6447789 7796169 29992
8048752 9677703 4200
266591 4537750 40294
2395074 6011792 69193
1063347 4551689 33699
2699712 6830683 12474
6681226 7818830 74428
1092522 9617170 37584
204699 9491923 50385
4352485 7447453 46000
3667597 6411593 58520
1813941 4460344 36222
2818141 8998094 19165
7526237 8958435 14238
743981 1105935 82278
3805646 5877680 12961
486871 9290154 48142
164583 2620393 40663
2825091 7818519 32586
7177575 8185256 96390
3361523 7047609 7982
5175463 6222481 84677
5075056 7993603 99122
4194221 9468390 25358
212370 8224811 31293
8606401 9323441 53290
7252754 7896555 56513
577489 3000897 76905
912359 9841560 1995
8690498 9097615 95921
7503240 8661575 57444
2727574 4884055 32906
2412252 9959110 42861
3611374 6669682 27602
4853085 7410844 56323
6734285 7200730 62723
3354020 3987038 59277
2510533 6987934 36765
4287438 9345846 65476
552695 1405785 63090
5701707 8055935 41016
3299860 3359151 25070
8228463 8708409 532
1839837 4567622 70213
9209273 9895224 97409
6410002 7951547 31693
4614271 9764021 18730
1689900 4790906 23016
9078343 9343018 68861
484128 7908494 37907
5571584 8702186 10193
4412600 4577688 10053
654022 3286096 38515
370070 9370906 94703
265293 4757472 3975
733192 7554881 30328
7086574 7863814 10701
3121656 9553713 1606
6144672 8896730 96300
1029885 9321575 80427
4893158 6467793 98964
1822109 4994338 76651
4304391 4992483 62747
4359259 4363388 32816
8770314 9120859 14460
9192091 9874290 64003
2420970 6278664 27816
4731671 9400320 97881
1833277 8061343 10962
